Department_code;Department;Constituency_code;Constituency;Commune_code;Commune;Polling_station;Registered;Abstentions;Voters;Sex;City
8;Ardennes;3;Third;398;Sainte-Vaubourg;1;71;5;66;M;Sainte-Vaubourg
8;Ardennes;1;First;400;Sapogne-et-Feuchères;1;375;48;327;M;Sapogne-et-Feuchères
8;Ardennes;1;First;403;Sault-lès-Rethel;1;1266;240;1026;M;Sault-lès-Rethel
8;Ardennes;1;First;404;Sault-Saint-Remy;1;132;17;115;M;Sault-Saint-Remy
8;Ardennes;3;Third;405;Sauville;1;191;32;159;F;Sauville
8;Ardennes;3;Third;405;Sauville;1;191;32;159;M;Sauville
8;Ardennes;3;Third;409;Sedan;2;911;272;639;M;Sedan
8;Ardennes;3;Third;409;Sedan;4;619;132;487;M;Sedan
8;Ardennes;3;Third;409;Sedan;9;824;239;585;M;Sedan
8;Ardennes;3;Third;409;Sedan;10;1087;348;739;M;Sedan
8;Ardennes;3;Third;409;Sedan;11;870;276;594;M;Sedan
8;Ardennes;3;Third;409;Sedan;11;870;276;594;M;Sedan
8;Ardennes;3;Third;409;Sedan;11;870;276;594;M;Sedan
8;Ardennes;3;Third;409;Sedan;12;814;188;626;M;Sedan
8;Ardennes;3;Third;409;Sedan;12;814;188;626;M;Sedan
8;Ardennes;2;Second;162;Fagnon;1;309;50;259;M;Fagnon
8;Ardennes;1;First;163;Faissault;1;183;31;152;M;Faissault
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;19;778;147;631;M;Saint-Brieuc
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;23;953;252;701;F;Saint-Brieuc
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;26;875;236;639;M;Saint-Brieuc
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;30;755;161;594;M;Saint-Brieuc
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;36;739;224;515;M;Saint-Brieuc
22;Côtes-d'Armor;2;Second;280;Saint-Carné;1;836;146;690;M;Saint-Carné
22;Côtes-d'Armor;3;Third;281;Saint-Carreuc;1;1100;144;956;F;Saint-Carreuc
22;Côtes-d'Armor;2;Second;282;Saint-Cast-le-Guildo;1;1232;178;1054;M;Saint-Cast-le-Guildo
22;Côtes-d'Armor;2;Second;282;Saint-Cast-le-Guildo;2;1193;211;982;M;Saint-Cast-le-Guildo
22;Côtes-d'Armor;1;First;287;Saint-Donan;1;573;74;499;F;Saint-Donan
22;Côtes-d'Armor;1;First;287;Saint-Donan;2;584;69;515;M;Saint-Donan
22;Côtes-d'Armor;5;Fifth;293;Saint-Gilles-les-Bois;1;312;50;262;F;Saint-Gilles-les-Bois
22;Côtes-d'Armor;4;Fourth;294;Saint-Gilles-Pligeaux;1;211;32;179;M;Saint-Gilles-Pligeaux
22;Côtes-d'Armor;3;Third;296;Saint-Glen;1;494;66;428;M;Saint-Glen
22;Côtes-d'Armor;1;First;307;Saint-Julien;1;768;81;687;F;Saint-Julien
22;Côtes-d'Armor;1;First;307;Saint-Julien;2;776;101;675;M;Saint-Julien
22;Côtes-d'Armor;2;Second;308;Saint-Juvat;1;549;85;464;F;Saint-Juvat
22;Côtes-d'Armor;4;Fourth;310;Saint-Laurent;1;375;37;338;M;Saint-Laurent
22;Côtes-d'Armor;2;Second;312;Saint-Maden;1;182;22;160;M;Saint-Maden
22;Côtes-d'Armor;3;Third;313;Saint-Martin-des-Prés;1;257;28;229;M;Saint-Martin-des-Prés
22;Côtes-d'Armor;3;Third;313;Saint-Martin-des-Prés;1;257;28;229;M;Saint-Martin-des-Prés
22;Côtes-d'Armor;3;Third;316;Saint-Mayeux;1;323;40;283;M;Saint-Mayeux
22;Côtes-d'Armor;2;Second;317;Saint-Méloir-des-Bois;1;193;14;179;M;Saint-Méloir-des-Bois
22;Côtes-d'Armor;2;Second;318;Saint-Michel-de-Plélan;1;242;32;210;M;Saint-Michel-de-Plélan
22;Côtes-d'Armor;4;Fourth;320;Saint-Nicodème;1;128;28;100;M;Saint-Nicodème
22;Côtes-d'Armor;4;Fourth;320;Saint-Nicodème;1;128;28;100;M;Saint-Nicodème
22;Côtes-d'Armor;4;Fourth;322;Saint-Péver;1;284;34;250;M;Saint-Péver
22;Côtes-d'Armor;4;Fourth;322;Saint-Péver;1;284;34;250;M;Saint-Péver
22;Côtes-d'Armor;3;Third;330;Saint-Thélo;1;328;68;260;F;Saint-Thélo
22;Côtes-d'Armor;3;Third;330;Saint-Thélo;1;328;68;260;M;Saint-Thélo
22;Côtes-d'Armor;4;Fourth;331;Sainte-Tréphine;1;147;37;110;M;Sainte-Tréphine
22;Côtes-d'Armor;4;Fourth;338;Squiffiec;1;621;108;513;M;Squiffiec
22;Côtes-d'Armor;4;Fourth;338;Squiffiec;1;621;108;513;M;Squiffiec
22;Côtes-d'Armor;2;Second;339;Taden;1;935;98;837;M;Taden
22;Côtes-d'Armor;4;Fourth;340;Tonquédec;1;895;138;757;M;Tonquédec
22;Côtes-d'Armor;2;Second;342;Trébédan;1;281;29;252;M;Trébédan
22;Côtes-d'Armor;5;Fifth;343;Trébeurden;2;869;142;727;M;Trébeurden
22;Côtes-d'Armor;5;Fifth;343;Trébeurden;2;869;142;727;M;Trébeurden
22;Côtes-d'Armor;4;Fourth;231;Plourac'h;1;252;43;209;M;Plourac'h
22;Côtes-d'Armor;5;Fifth;233;Plourivo;1;633;85;548;M;Plourivo
22;Côtes-d'Armor;5;Fifth;233;Plourivo;3;618;108;510;M;Plourivo
22;Côtes-d'Armor;1;First;234;Plouvara;1;742;92;650;M;Plouvara
22;Côtes-d'Armor;4;Fourth;235;Plouzélambre;1;197;31;166;M;Plouzélambre
22;Côtes-d'Armor;4;Fourth;235;Plouzélambre;1;197;31;166;M;Plouzélambre
22;Côtes-d'Armor;2;Second;237;Pluduno;1;916;111;805;F;Pluduno
22;Côtes-d'Armor;2;Second;237;Pluduno;1;916;111;805;M;Pluduno
22;Côtes-d'Armor;2;Second;239;Plumaudan;1;883;123;760;M;Plumaudan
22;Côtes-d'Armor;2;Second;242;Plurien;1;1244;166;1078;M;Plurien
22;Côtes-d'Armor;2;Second;242;Plurien;1;1244;166;1078;M;Plurien
22;Côtes-d'Armor;4;Fourth;243;Plusquellec;1;427;76;351;M;Plusquellec
22;Côtes-d'Armor;4;Fourth;245;Pluzunet;1;769;100;669;F;Pluzunet
22;Côtes-d'Armor;3;Third;246;Pommeret;2;599;85;514;M;Pommeret
22;Côtes-d'Armor;5;Fifth;247;Pommerit-Jaudy;1;826;125;701;M;Pommerit-Jaudy
22;Côtes-d'Armor;4;Fourth;248;Pommerit-le-Vicomte;2;692;99;593;M;Pommerit-le-Vicomte
22;Côtes-d'Armor;4;Fourth;249;Pont-Melvez;1;503;89;414;M;Pont-Melvez
22;Côtes-d'Armor;1;First;251;Pordic;2;665;82;583;F;Pordic
22;Côtes-d'Armor;1;First;251;Pordic;4;604;79;525;F;Pordic
22;Côtes-d'Armor;1;First;251;Pordic;7;862;125;737;M;Pordic
22;Côtes-d'Armor;5;Fifth;254;Prat;1;851;140;711;M;Prat
22;Côtes-d'Armor;3;Third;255;La Prénessaye;1;593;77;516;F;La Prénessaye
22;Côtes-d'Armor;3;Third;255;La Prénessaye;1;593;77;516;M;La Prénessaye
22;Côtes-d'Armor;3;Third;262;Quintin;1;962;155;807;F;Quintin
22;Côtes-d'Armor;5;Fifth;264;La Roche-Derrien;1;791;101;690;M;La Roche-Derrien
22;Côtes-d'Armor;4;Fourth;266;Rostrenen;3;706;128;578;M;Rostrenen
22;Côtes-d'Armor;2;Second;268;Ruca;1;499;71;428;M;Ruca
22;Côtes-d'Armor;2;Second;268;Ruca;1;499;71;428;M;Ruca
22;Côtes-d'Armor;2;Second;273;Saint-Alban;1;906;95;811;M;Saint-Alban
22;Côtes-d'Armor;3;Third;276;Saint-Bihy;1;172;16;156;M;Saint-Bihy
22;Côtes-d'Armor;3;Third;276;Saint-Bihy;1;172;16;156;F;Saint-Bihy
22;Côtes-d'Armor;1;First;278;Saint-Brieuc;2;975;250;725;M;Saint-Brieuc
22;Côtes-d'Armor;3;Third;100;Langast;1;486;65;421;M;Langast
22;Côtes-d'Armor;5;Fifth;101;Langoat;1;874;133;741;M;Langoat
22;Côtes-d'Armor;2;Second;103;Langrolay-sur-Rance;1;700;81;619;M;Langrolay-sur-Rance
22;Côtes-d'Armor;2;Second;105;Languenan;1;821;132;689;F;Languenan
22;Côtes-d'Armor;1;First;106;Langueux;4;775;117;658;M;Langueux
22;Côtes-d'Armor;4;Fourth;107;Bon Repos sur Blavet;1;600;102;498;M;
22;Côtes-d'Armor;4;Fourth;112;Lannebert;1;347;57;290;M;Lannebert
22;Côtes-d'Armor;4;Fourth;112;Lannebert;1;347;57;290;M;Lannebert
22;Côtes-d'Armor;5;Fifth;113;Lannion;1;669;130;539;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;8;908;110;798;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;8;908;110;798;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;10;580;139;441;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;14;847;139;708;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;15;1095;151;944;F;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;15;1095;151;944;M;Lannion
22;Côtes-d'Armor;5;Fifth;113;Lannion;17;859;104;755;M;Lannion
22;Côtes-d'Armor;2;Second;118;Lanvallay;2;997;161;836;F;Lanvallay
22;Côtes-d'Armor;2;Second;118;Lanvallay;4;623;58;565;F;Lanvallay
22;Côtes-d'Armor;3;Third;122;Laurenan;1;552;88;464;F;Laurenan
